month,category,total_visits,record_count,unique_stores,mean_daily_visits,data_type
2020-04-01,Sawmills and Wood Preservation,8820,120,4,73.5,derived
2020-05-01,Sawmills and Wood Preservation,82323,124,4,663.9,derived
2020-06-01,Sawmills and Wood Preservation,112381,120,4,936.51,derived
2020-07-01,Sawmills and Wood Preservation,110269,124,4,889.27,derived
2020-08-01,Sawmills and Wood Preservation,102444,124,4,826.16,derived
2020-09-01,Sawmills and Wood Preservation,98307,120,4,819.23,derived
2020-10-01,Sawmills and Wood Preservation,105657,124,4,852.07,derived
2020-11-01,Sawmills and Wood Preservation,117343,120,4,977.86,derived
2020-12-01,Sawmills and Wood Preservation,135296,124,4,1091.1,derived
2021-01-01,Sawmills and Wood Preservation,97024,124,4,782.45,derived
2021-02-01,Sawmills and Wood Preservation,86208,112,4,769.71,derived
2021-03-01,Sawmills and Wood Preservation,125042,124,4,1008.4,derived
2021-04-01,Sawmills and Wood Preservation,128325,120,4,1069.38,derived
2021-05-01,Sawmills and Wood Preservation,132908,124,4,1071.84,derived
2021-06-01,Sawmills and Wood Preservation,123840,120,4,1032.0,derived
2021-07-01,Sawmills and Wood Preservation,129976,124,4,1048.19,derived
2021-08-01,Sawmills and Wood Preservation,118530,124,4,955.89,derived
2021-09-01,Sawmills and Wood Preservation,110769,120,4,923.08,derived
2021-10-01,Sawmills and Wood Preservation,116285,124,4,937.78,derived
2021-11-01,Sawmills and Wood Preservation,128306,120,4,1069.22,derived
2021-12-01,Sawmills and Wood Preservation,145576,124,4,1174.0,derived
2022-01-01,Sawmills and Wood Preservation,111232,124,4,897.03,derived
2022-02-01,Sawmills and Wood Preservation,110237,112,4,984.26,derived
2022-03-01,Sawmills and Wood Preservation,128041,124,4,1032.59,derived
2022-04-01,Sawmills and Wood Preservation,120823,120,4,1006.86,derived
2022-05-01,Sawmills and Wood Preservation,123591,124,4,996.7,derived
2022-06-01,Sawmills and Wood Preservation,119305,120,4,994.21,derived
2022-07-01,Sawmills and Wood Preservation,128537,124,4,1036.59,derived
2022-08-01,Sawmills and Wood Preservation,123319,124,4,994.51,derived
2022-09-01,Sawmills and Wood Preservation,113421,120,4,945.18,derived
2022-10-01,Sawmills and Wood Preservation,116843,124,4,942.28,derived
2022-11-01,Sawmills and Wood Preservation,120915,120,4,1007.63,derived
2022-12-01,Sawmills and Wood Preservation,139216,124,4,1122.71,derived
2023-01-01,Sawmills and Wood Preservation,112038,124,4,903.53,derived
2023-02-01,Sawmills and Wood Preservation,104821,112,4,935.9,derived
2023-03-01,Sawmills and Wood Preservation,125274,124,4,1010.27,derived
2023-04-01,Sawmills and Wood Preservation,118234,120,4,985.28,derived
2023-05-01,Sawmills and Wood Preservation,122474,124,4,987.69,derived
2023-06-01,Sawmills and Wood Preservation,121858,120,4,1015.48,derived
2023-07-01,Sawmills and Wood Preservation,126437,124,4,1019.65,derived
2023-08-01,Sawmills and Wood Preservation,114590,124,4,924.11,derived
2023-09-01,Sawmills and Wood Preservation,111784,120,4,931.53,derived
2023-10-01,Sawmills and Wood Preservation,112177,124,4,904.65,derived
2023-11-01,Sawmills and Wood Preservation,121127,120,4,1009.39,derived
2023-12-01,Sawmills and Wood Preservation,140119,124,4,1129.99,derived
2024-01-01,Sawmills and Wood Preservation,110415,124,4,890.44,derived
2024-02-01,Sawmills and Wood Preservation,112465,116,4,969.53,derived
2024-03-01,Sawmills and Wood Preservation,121304,124,4,978.26,derived
2024-04-01,Sawmills and Wood Preservation,111802,120,4,931.68,derived
2024-05-01,Sawmills and Wood Preservation,120992,124,4,975.74,derived
2024-06-01,Sawmills and Wood Preservation,115279,120,4,960.66,derived
2024-07-01,Sawmills and Wood Preservation,122821,124,4,990.49,derived
2024-08-01,Sawmills and Wood Preservation,122669,124,4,989.27,derived
2024-09-01,Sawmills and Wood Preservation,107252,120,4,893.77,derived
2024-10-01,Sawmills and Wood Preservation,107152,124,4,864.13,derived
2024-11-01,Sawmills and Wood Preservation,123375,120,4,1028.13,derived
2024-12-01,Sawmills and Wood Preservation,143651,124,4,1158.48,derived
2020-01-01,Securities and Commodity Contracts Intermediation and Brokerage,51153,3472,112,14.73,derived
2020-02-01,Securities and Commodity Contracts Intermediation and Brokerage,45219,3248,112,13.92,derived
2020-03-01,Securities and Commodity Contracts Intermediation and Brokerage,29810,3472,112,8.59,derived
2020-04-01,Securities and Commodity Contracts Intermediation and Brokerage,3053,3360,112,0.91,derived
2020-05-01,Securities and Commodity Contracts Intermediation and Brokerage,22683,3472,112,6.53,derived
2020-06-01,Securities and Commodity Contracts Intermediation and Brokerage,39578,3360,112,11.78,derived
2020-07-01,Securities and Commodity Contracts Intermediation and Brokerage,40872,3472,112,11.77,derived
2020-08-01,Securities and Commodity Contracts Intermediation and Brokerage,37439,3472,112,10.78,derived
2020-09-01,Securities and Commodity Contracts Intermediation and Brokerage,38657,3360,112,11.51,derived
2020-10-01,Securities and Commodity Contracts Intermediation and Brokerage,38495,3472,112,11.09,derived
2020-11-01,Securities and Commodity Contracts Intermediation and Brokerage,35859,3360,112,10.67,derived
2020-12-01,Securities and Commodity Contracts Intermediation and Brokerage,39124,3472,112,11.27,derived
2021-01-01,Securities and Commodity Contracts Intermediation and Brokerage,30373,3472,112,8.75,derived
2021-02-01,Securities and Commodity Contracts Intermediation and Brokerage,30847,3136,112,9.84,derived
2021-03-01,Securities and Commodity Contracts Intermediation and Brokerage,43605,3472,112,12.56,derived
2021-04-01,Securities and Commodity Contracts Intermediation and Brokerage,43909,3360,112,13.07,derived
2021-05-01,Securities and Commodity Contracts Intermediation and Brokerage,42799,3472,112,12.33,derived
2021-06-01,Securities and Commodity Contracts Intermediation and Brokerage,45107,3360,112,13.42,derived
2021-07-01,Securities and Commodity Contracts Intermediation and Brokerage,46466,3472,112,13.38,derived
2021-08-01,Securities and Commodity Contracts Intermediation and Brokerage,45964,3503,113,13.12,derived
2021-09-01,Securities and Commodity Contracts Intermediation and Brokerage,44709,3390,113,13.19,derived
2021-10-01,Securities and Commodity Contracts Intermediation and Brokerage,43244,3503,113,12.34,derived
2021-11-01,Securities and Commodity Contracts Intermediation and Brokerage,44033,3360,112,13.11,derived
2021-12-01,Securities and Commodity Contracts Intermediation and Brokerage,49369,3472,112,14.22,derived
2022-01-01,Securities and Commodity Contracts Intermediation and Brokerage,38769,3472,112,11.17,derived
2022-02-01,Securities and Commodity Contracts Intermediation and Brokerage,37697,3108,111,12.13,derived
2022-03-01,Securities and Commodity Contracts Intermediation and Brokerage,46127,3472,112,13.29,derived
2022-04-01,Securities and Commodity Contracts Intermediation and Brokerage,44874,3360,112,13.36,derived
2022-05-01,Securities and Commodity Contracts Intermediation and Brokerage,48878,3627,117,13.48,derived
2022-06-01,Securities and Commodity Contracts Intermediation and Brokerage,47364,3510,117,13.49,derived
2022-07-01,Securities and Commodity Contracts Intermediation and Brokerage,46279,3782,122,12.24,derived
2022-08-01,Securities and Commodity Contracts Intermediation and Brokerage,51639,3813,123,13.54,derived
2022-09-01,Securities and Commodity Contracts Intermediation and Brokerage,49146,3630,121,13.54,derived
2022-10-01,Securities and Commodity Contracts Intermediation and Brokerage,46101,3751,121,12.29,derived
2022-11-01,Securities and Commodity Contracts Intermediation and Brokerage,45909,3600,120,12.75,derived
2022-12-01,Securities and Commodity Contracts Intermediation and Brokerage,53164,3720,120,14.29,derived
2023-01-01,Securities and Commodity Contracts Intermediation and Brokerage,44080,3689,119,11.95,derived
2023-02-01,Securities and Commodity Contracts Intermediation and Brokerage,40860,3304,118,12.37,derived
