month,category,total_visits,record_count,unique_stores,mean_daily_visits,data_type
2023-11-01,Couriers and Express Delivery Services,2257149,32490,1083,69.47,derived
2023-12-01,Couriers and Express Delivery Services,2588410,33573,1083,77.1,derived
2024-01-01,Couriers and Express Delivery Services,2155566,33604,1084,64.15,derived
2024-02-01,Couriers and Express Delivery Services,2016742,31436,1084,64.15,derived
2024-03-01,Couriers and Express Delivery Services,2177501,33666,1086,64.68,derived
2024-04-01,Couriers and Express Delivery Services,2130900,32610,1087,65.34,derived
2024-05-01,Couriers and Express Delivery Services,2298702,33728,1088,68.15,derived
2024-06-01,Couriers and Express Delivery Services,2191035,32730,1091,66.94,derived
2024-07-01,Couriers and Express Delivery Services,2368065,33573,1083,70.53,derived
2024-08-01,Couriers and Express Delivery Services,2396536,33542,1082,71.45,derived
2024-09-01,Couriers and Express Delivery Services,2025828,32310,1077,62.7,derived
2024-10-01,Couriers and Express Delivery Services,2134926,32984,1064,64.73,derived
2024-11-01,Couriers and Express Delivery Services,2243312,31890,1063,70.35,derived
2024-12-01,Couriers and Express Delivery Services,2552341,32829,1059,77.75,derived
2020-01-01,"Data Processing, Hosting, and Related Services",360553,2573,83,140.13,derived
2020-02-01,"Data Processing, Hosting, and Related Services",319226,2407,83,132.62,derived
2020-03-01,"Data Processing, Hosting, and Related Services",200054,2573,83,77.75,derived
2020-04-01,"Data Processing, Hosting, and Related Services",5510,2490,83,2.21,derived
2020-05-01,"Data Processing, Hosting, and Related Services",130388,2573,83,50.68,derived
2020-06-01,"Data Processing, Hosting, and Related Services",259209,2490,83,104.1,derived
2020-07-01,"Data Processing, Hosting, and Related Services",318641,2573,83,123.84,derived
2020-08-01,"Data Processing, Hosting, and Related Services",317468,2573,83,123.38,derived
2020-09-01,"Data Processing, Hosting, and Related Services",308968,2490,83,124.08,derived
2020-10-01,"Data Processing, Hosting, and Related Services",296746,2573,83,115.33,derived
2020-11-01,"Data Processing, Hosting, and Related Services",272773,2490,83,109.55,derived
2020-12-01,"Data Processing, Hosting, and Related Services",273053,2573,83,106.12,derived
2021-01-01,"Data Processing, Hosting, and Related Services",258610,2573,83,100.51,derived
2021-02-01,"Data Processing, Hosting, and Related Services",219145,2324,83,94.3,derived
2021-03-01,"Data Processing, Hosting, and Related Services",284407,2573,83,110.54,derived
2021-04-01,"Data Processing, Hosting, and Related Services",283567,2520,84,112.53,derived
2021-05-01,"Data Processing, Hosting, and Related Services",279922,2604,84,107.5,derived
2021-06-01,"Data Processing, Hosting, and Related Services",298882,2490,83,120.03,derived
2021-07-01,"Data Processing, Hosting, and Related Services",299834,2573,83,116.53,derived
2021-08-01,"Data Processing, Hosting, and Related Services",302272,2573,83,117.48,derived
2021-09-01,"Data Processing, Hosting, and Related Services",299374,2610,87,114.7,derived
2021-10-01,"Data Processing, Hosting, and Related Services",299533,2697,87,111.06,derived
2021-11-01,"Data Processing, Hosting, and Related Services",304357,2610,87,116.61,derived
2021-12-01,"Data Processing, Hosting, and Related Services",307028,2697,87,113.84,derived
2022-01-01,"Data Processing, Hosting, and Related Services",289314,2728,88,106.05,derived
2022-02-01,"Data Processing, Hosting, and Related Services",267403,2464,88,108.52,derived
2022-03-01,"Data Processing, Hosting, and Related Services",320284,2728,88,117.41,derived
2022-04-01,"Data Processing, Hosting, and Related Services",292814,2640,88,110.91,derived
2022-05-01,"Data Processing, Hosting, and Related Services",298465,2728,88,109.41,derived
2022-06-01,"Data Processing, Hosting, and Related Services",314762,2640,88,119.23,derived
2022-07-01,"Data Processing, Hosting, and Related Services",308166,2728,88,112.96,derived
2022-08-01,"Data Processing, Hosting, and Related Services",343365,2728,88,125.87,derived
2022-09-01,"Data Processing, Hosting, and Related Services",322659,2640,88,122.22,derived
2022-10-01,"Data Processing, Hosting, and Related Services",317914,2728,88,116.54,derived
2022-11-01,"Data Processing, Hosting, and Related Services",309313,2640,88,117.16,derived
2022-12-01,"Data Processing, Hosting, and Related Services",324973,2728,88,119.13,derived
2023-01-01,"Data Processing, Hosting, and Related Services",320957,2728,88,117.65,derived
2023-02-01,"Data Processing, Hosting, and Related Services",293203,2464,88,118.99,derived
2023-03-01,"Data Processing, Hosting, and Related Services",340575,2728,88,124.84,derived
2023-04-01,"Data Processing, Hosting, and Related Services",297338,2640,88,112.63,derived
2023-05-01,"Data Processing, Hosting, and Related Services",329401,2728,88,120.75,derived
2023-06-01,"Data Processing, Hosting, and Related Services",339559,2640,88,128.62,derived
2023-07-01,"Data Processing, Hosting, and Related Services",329568,2728,88,120.81,derived
2023-08-01,"Data Processing, Hosting, and Related Services",357033,2728,88,130.88,derived
2023-09-01,"Data Processing, Hosting, and Related Services",332227,2640,88,125.84,derived
2023-10-01,"Data Processing, Hosting, and Related Services",348057,2728,88,127.59,derived
2023-11-01,"Data Processing, Hosting, and Related Services",323124,2640,88,122.4,derived
2023-12-01,"Data Processing, Hosting, and Related Services",307905,2697,87,114.17,derived
2024-01-01,"Data Processing, Hosting, and Related Services",313626,2728,88,114.97,derived
2024-02-01,"Data Processing, Hosting, and Related Services",306712,2552,88,120.18,derived
2024-03-01,"Data Processing, Hosting, and Related Services",313740,2728,88,115.01,derived
2024-04-01,"Data Processing, Hosting, and Related Services",323463,2640,88,122.52,derived
2024-05-01,"Data Processing, Hosting, and Related Services",330145,2728,88,121.02,derived
2024-06-01,"Data Processing, Hosting, and Related Services",311175,2640,88,117.87,derived
2024-07-01,"Data Processing, Hosting, and Related Services",340138,2728,88,124.68,derived
2024-08-01,"Data Processing, Hosting, and Related Services",344437,2728,88,126.26,derived
2024-09-01,"Data Processing, Hosting, and Related Services",315741,2640,88,119.6,derived
2024-10-01,"Data Processing, Hosting, and Related Services",333317,2728,88,122.18,derived
2024-11-01,"Data Processing, Hosting, and Related Services",307197,2640,88,116.36,derived
2024-12-01,"Data Processing, Hosting, and Related Services",311492,2728,88,114.18,derived
2020-01-01,Department Stores,59902601,34534,1114,1734.6,derived
2020-02-01,Department Stores,55715486,31465,1085,1770.71,derived
2020-03-01,Department Stores,29598077,33573,1083,881.6,derived
2020-04-01,Department Stores,626063,32490,1083,19.27,derived
2020-05-01,Department Stores,14426658,33573,1083,429.71,derived
2020-06-01,Department Stores,32979441,32280,1076,1021.67,derived
2020-07-01,Department Stores,36260282,33015,1065,1098.3,derived
2020-08-01,Department Stores,37747967,32612,1052,1157.49,derived
2020-09-01,Department Stores,38327469,31110,1037,1232.0,derived
2020-10-01,Department Stores,42031961,32147,1037,1307.49,derived
2020-11-01,Department Stores,44977305,31110,1037,1445.75,derived
2020-12-01,Department Stores,56240285,32147,1037,1749.47,derived
2021-01-01,Department Stores,36128078,32116,1036,1124.92,derived
2021-02-01,Department Stores,32656360,29120,1040,1121.44,derived
2021-03-01,Department Stores,45458976,32240,1040,1410.02,derived
2021-04-01,Department Stores,48549071,31170,1039,1557.56,derived
2021-05-01,Department Stores,54020608,32271,1041,1673.97,derived
2021-06-01,Department Stores,51625447,31200,1040,1654.66,derived
2021-07-01,Department Stores,55686033,32333,1043,1722.27,derived
2021-08-01,Department Stores,54835393,32426,1046,1691.09,derived
2021-09-01,Department Stores,47818531,31500,1050,1518.05,derived
2021-10-01,Department Stores,51316922,32705,1055,1569.08,derived
2021-11-01,Department Stores,63377498,31770,1059,1994.89,derived
2021-12-01,Department Stores,73137444,32829,1059,2227.83,derived
2022-01-01,Department Stores,40224944,32860,1060,1224.13,derived
2022-02-01,Department Stores,40417078,29736,1062,1359.2,derived
2022-03-01,Department Stores,48873753,32860,1060,1487.33,derived
2022-04-01,Department Stores,52037220,32010,1067,1625.66,derived
2022-05-01,Department Stores,56626792,33077,1067,1711.97,derived
2022-06-01,Department Stores,53758299,31920,1064,1684.16,derived
2022-07-01,Department Stores,56728675,32984,1064,1719.88,derived
2022-08-01,Department Stores,56889412,32984,1064,1724.76,derived
2022-09-01,Department Stores,50339755,31890,1063,1578.54,derived
2022-10-01,Department Stores,53370758,33015,1065,1616.56,derived
2022-11-01,Department Stores,62935501,31920,1064,1971.66,derived
2022-12-01,Department Stores,81732529,32674,1054,2501.45,derived
2023-01-01,Department Stores,47226806,32674,1054,1445.39,derived
2023-02-01,Department Stores,44631517,29428,1051,1516.63,derived
2023-03-01,Department Stores,51045986,32612,1052,1565.25,derived
2023-04-01,Department Stores,53739482,31710,1057,1694.72,derived
2023-05-01,Department Stores,56144143,33046,1066,1698.97,derived
2023-06-01,Department Stores,53484296,32280,1076,1656.89,derived
2023-07-01,Department Stores,54990357,32922,1062,1670.32,derived
2023-08-01,Department Stores,54247336,32984,1064,1644.66,derived
2023-09-01,Department Stores,49701778,32100,1070,1548.34,derived
2023-10-01,Department Stores,51119230,33201,1071,1539.69,derived
2023-11-01,Department Stores,62662008,32160,1072,1948.45,derived
2023-12-01,Department Stores,81291985,33170,1070,2450.77,derived
2024-01-01,Department Stores,45943189,33201,1071,1383.79,derived
2024-02-01,Department Stores,43745224,31175,1075,1403.21,derived
2024-03-01,Department Stores,51920378,33294,1074,1559.45,derived
2024-04-01,Department Stores,49579112,32220,1074,1538.77,derived
2024-05-01,Department Stores,57174140,33294,1074,1717.25,derived
2024-06-01,Department Stores,53701724,32310,1077,1662.08,derived
2024-07-01,Department Stores,54406264,32891,1061,1654.14,derived
2024-08-01,Department Stores,55663460,32891,1061,1692.36,derived
2024-09-01,Department Stores,45568813,31920,1064,1427.59,derived
2024-10-01,Department Stores,47474389,31279,1009,1517.77,derived
2024-11-01,Department Stores,62384170,30270,1009,2060.92,derived
2024-12-01,Department Stores,74315853,31279,1009,2375.9,derived
2020-01-01,Depository Credit Intermediation,21746567,190092,6132,114.4,derived
2020-02-01,Depository Credit Intermediation,20294166,177857,6133,114.1,derived
2020-03-01,Depository Credit Intermediation,15533425,190123,6133,81.7,derived
2020-04-01,Depository Credit Intermediation,11429000,183960,6132,62.13,derived
2020-05-01,Depository Credit Intermediation,15141589,189441,6111,79.93,derived
2020-06-01,Depository Credit Intermediation,19414922,183240,6108,105.95,derived
2020-07-01,Depository Credit Intermediation,20038154,189565,6115,105.71,derived
2020-08-01,Depository Credit Intermediation,18844424,189627,6117,99.38,derived
2020-09-01,Depository Credit Intermediation,18322662,183270,6109,99.98,derived
2020-10-01,Depository Credit Intermediation,18548192,188511,6081,98.39,derived
2020-11-01,Depository Credit Intermediation,18104883,182220,6074,99.36,derived
2020-12-01,Depository Credit Intermediation,21433088,187922,6062,114.05,derived
2021-01-01,Depository Credit Intermediation,16103798,187643,6053,85.82,derived
2021-02-01,Depository Credit Intermediation,13773781,169148,6041,81.43,derived
2021-03-01,Depository Credit Intermediation,20657497,186651,6021,110.67,derived
2021-04-01,Depository Credit Intermediation,19774652,180360,6012,109.64,derived
2021-05-01,Depository Credit Intermediation,19685789,185628,5988,106.05,derived
2021-06-01,Depository Credit Intermediation,19852389,179280,5976,110.73,derived
2021-07-01,Depository Credit Intermediation,21050727,183985,5935,114.42,derived
2021-08-01,Depository Credit Intermediation,20021846,183427,5917,109.15,derived
2021-09-01,Depository Credit Intermediation,19355124,177000,5900,109.35,derived
2021-10-01,Depository Credit Intermediation,19178490,181319,5849,105.77,derived
2021-11-01,Depository Credit Intermediation,19011132,171210,5707,111.04,derived
2021-12-01,Depository Credit Intermediation,22061862,176514,5694,124.99,derived
2022-01-01,Depository Credit Intermediation,16191406,175956,5676,92.02,derived
2022-02-01,Depository Credit Intermediation,15783438,154588,5521,102.1,derived
2022-03-01,Depository Credit Intermediation,19107731,171988,5548,111.1,derived
2022-04-01,Depository Credit Intermediation,18431908,165870,5529,111.12,derived
2022-05-01,Depository Credit Intermediation,18304424,170934,5514,107.08,derived
2022-06-01,Depository Credit Intermediation,19103104,164220,5474,116.33,derived
2022-07-01,Depository Credit Intermediation,19081602,169787,5477,112.39,derived
2022-08-01,Depository Credit Intermediation,20008706,169539,5469,118.02,derived
2022-09-01,Depository Credit Intermediation,18388107,163920,5464,112.18,derived
2022-10-01,Depository Credit Intermediation,18095820,169043,5453,107.05,derived
2022-11-01,Depository Credit Intermediation,17910850,163320,5444,109.67,derived
2022-12-01,Depository Credit Intermediation,21096222,167617,5407,125.86,derived
2023-01-01,Depository Credit Intermediation,16734754,167307,5397,100.02,derived
2023-02-01,Depository Credit Intermediation,15732597,150752,5384,104.36,derived
2023-03-01,Depository Credit Intermediation,18700573,165850,5350,112.76,derived
2023-04-01,Depository Credit Intermediation,17224457,160110,5337,107.58,derived
2023-05-01,Depository Credit Intermediation,18643638,163494,5274,114.03,derived
2023-06-01,Depository Credit Intermediation,18487857,157560,5252,117.34,derived
2023-07-01,Depository Credit Intermediation,18265745,163060,5260,112.02,derived
2023-08-01,Depository Credit Intermediation,19067064,162502,5242,117.33,derived
2023-09-01,Depository Credit Intermediation,17296569,156900,5230,110.24,derived
2023-10-01,Depository Credit Intermediation,17632878,162068,5228,108.8,derived
2023-11-01,Depository Credit Intermediation,17481809,156840,5228,111.46,derived
2023-12-01,Depository Credit Intermediation,19659725,161572,5212,121.68,derived
2024-01-01,Depository Credit Intermediation,16488219,161386,5206,102.17,derived
2024-02-01,Depository Credit Intermediation,16096019,151409,5221,106.31,derived
2024-03-01,Depository Credit Intermediation,17206815,161262,5202,106.7,derived
2024-04-01,Depository Credit Intermediation,17112937,155970,5199,109.72,derived
2024-05-01,Depository Credit Intermediation,18306705,160394,5174,114.14,derived
2024-06-01,Depository Credit Intermediation,17136165,155190,5173,110.42,derived
2024-07-01,Depository Credit Intermediation,18608355,160425,5175,115.99,derived
2024-08-01,Depository Credit Intermediation,19039517,160270,5170,118.8,derived
2024-09-01,Depository Credit Intermediation,16403887,154860,5162,105.93,derived
2024-10-01,Depository Credit Intermediation,17629412,159991,5161,110.19,derived
2024-11-01,Depository Credit Intermediation,17097945,154620,5154,110.58,derived
2024-12-01,Depository Credit Intermediation,19452403,159588,5148,121.89,derived
2020-01-01,Direct Selling Establishments,60891,2883,93,21.12,derived
2020-02-01,Direct Selling Establishments,55265,2697,93,20.49,derived
2020-03-01,Direct Selling Establishments,32369,2883,93,11.23,derived
2020-04-01,Direct Selling Establishments,2419,2790,93,0.87,derived
2020-05-01,Direct Selling Establishments,18094,2883,93,6.28,derived
2020-06-01,Direct Selling Establishments,30133,2790,93,10.8,derived
2020-07-01,Direct Selling Establishments,24855,2883,93,8.62,derived
2020-08-01,Direct Selling Establishments,24887,2883,93,8.63,derived
2020-09-01,Direct Selling Establishments,30513,2790,93,10.94,derived
2020-10-01,Direct Selling Establishments,38225,2883,93,13.26,derived
2020-11-01,Direct Selling Establishments,40815,2790,93,14.63,derived
2020-12-01,Direct Selling Establishments,47077,2883,93,16.33,derived
2021-01-01,Direct Selling Establishments,39137,2883,93,13.58,derived
2021-02-01,Direct Selling Establishments,43060,2548,91,16.9,derived
2021-03-01,Direct Selling Establishments,47386,2821,91,16.8,derived
2021-04-01,Direct Selling Establishments,36945,2730,91,13.53,derived
2021-05-01,Direct Selling Establishments,32961,2821,91,11.68,derived
2021-06-01,Direct Selling Establishments,32923,2730,91,12.06,derived
2021-07-01,Direct Selling Establishments,28217,2821,91,10.0,derived
2021-08-01,Direct Selling Establishments,29508,2821,91,10.46,derived
2021-09-01,Direct Selling Establishments,33095,2730,91,12.12,derived
2021-10-01,Direct Selling Establishments,39884,2821,91,14.14,derived
2021-11-01,Direct Selling Establishments,46455,2730,91,17.02,derived
2021-12-01,Direct Selling Establishments,52592,2821,91,18.64,derived
2022-01-01,Direct Selling Establishments,48540,2821,91,17.21,derived
2022-02-01,Direct Selling Establishments,47445,2548,91,18.62,derived
2022-03-01,Direct Selling Establishments,48992,2821,91,17.37,derived
2022-04-01,Direct Selling Establishments,35717,2730,91,13.08,derived
2022-05-01,Direct Selling Establishments,33819,2821,91,11.99,derived
2022-06-01,Direct Selling Establishments,32516,2730,91,11.91,derived
2022-07-01,Direct Selling Establishments,25929,2821,91,9.19,derived
2022-08-01,Direct Selling Establishments,30234,2821,91,10.72,derived
2022-09-01,Direct Selling Establishments,34135,2760,92,12.37,derived
2022-10-01,Direct Selling Establishments,40421,2852,92,14.17,derived
2022-11-01,Direct Selling Establishments,45424,2760,92,16.46,derived
2022-12-01,Direct Selling Establishments,59457,2852,92,20.85,derived
2023-01-01,Direct Selling Establishments,49811,2852,92,17.47,derived
2023-02-01,Direct Selling Establishments,45165,2576,92,17.53,derived
2023-03-01,Direct Selling Establishments,47799,2852,92,16.76,derived
2023-04-01,Direct Selling Establishments,33266,2760,92,12.05,derived
2023-05-01,Direct Selling Establishments,35954,2852,92,12.61,derived
2023-06-01,Direct Selling Establishments,32678,2760,92,11.84,derived
2023-07-01,Direct Selling Establishments,25344,2852,92,8.89,derived
2023-08-01,Direct Selling Establishments,30194,2852,92,10.59,derived
2023-09-01,Direct Selling Establishments,31239,2760,92,11.32,derived
2023-10-01,Direct Selling Establishments,40953,2852,92,14.36,derived
2023-11-01,Direct Selling Establishments,45850,2760,92,16.61,derived
2023-12-01,Direct Selling Establishments,49838,2852,92,17.47,derived
2024-01-01,Direct Selling Establishments,52381,2852,92,18.37,derived
2024-02-01,Direct Selling Establishments,47493,2668,92,17.8,derived
2024-03-01,Direct Selling Establishments,44463,2852,92,15.59,derived
2024-04-01,Direct Selling Establishments,36062,2760,92,13.07,derived
2024-05-01,Direct Selling Establishments,35513,2852,92,12.45,derived
2024-06-01,Direct Selling Establishments,29562,2760,92,10.71,derived
2024-07-01,Direct Selling Establishments,27816,2852,92,9.75,derived
2024-08-01,Direct Selling Establishments,29411,2852,92,10.31,derived
2024-09-01,Direct Selling Establishments,30643,2760,92,11.1,derived
2024-10-01,Direct Selling Establishments,42813,2852,92,15.01,derived
2024-11-01,Direct Selling Establishments,43825,2760,92,15.88,derived
2024-12-01,Direct Selling Establishments,50568,2852,92,17.73,derived
2020-01-01,Drinking Places (Alcoholic Beverages),1072821,1674,54,640.87,derived
2020-02-01,Drinking Places (Alcoholic Beverages),1077844,1566,54,688.28,derived
2020-03-01,Drinking Places (Alcoholic Beverages),594287,1674,54,355.01,derived
2020-04-01,Drinking Places (Alcoholic Beverages),1808,1620,54,1.12,derived
2020-05-01,Drinking Places (Alcoholic Beverages),52189,1674,54,31.18,derived
2020-06-01,Drinking Places (Alcoholic Beverages),291557,1590,53,183.37,derived
2020-07-01,Drinking Places (Alcoholic Beverages),131136,1643,53,79.81,derived
2020-08-01,Drinking Places (Alcoholic Beverages),86128,1643,53,52.42,derived
2020-09-01,Drinking Places (Alcoholic Beverages),104844,1590,53,65.94,derived
2020-10-01,Drinking Places (Alcoholic Beverages),278355,1643,53,169.42,derived
2020-11-01,Drinking Places (Alcoholic Beverages),342211,1590,53,215.23,derived
2020-12-01,Drinking Places (Alcoholic Beverages),183317,1643,53,111.57,derived
2021-01-01,Drinking Places (Alcoholic Beverages),130565,1612,52,81.0,derived
2021-02-01,Drinking Places (Alcoholic Beverages),128131,1456,52,88.0,derived
2021-03-01,Drinking Places (Alcoholic Beverages),250384,1612,52,155.33,derived
2021-04-01,Drinking Places (Alcoholic Beverages),644012,1560,52,412.83,derived
2021-05-01,Drinking Places (Alcoholic Beverages),878240,1612,52,544.81,derived
2021-06-01,Drinking Places (Alcoholic Beverages),904660,1560,52,579.91,derived
2021-07-01,Drinking Places (Alcoholic Beverages),984287,1612,52,610.6,derived
2021-08-01,Drinking Places (Alcoholic Beverages),886960,1612,52,550.22,derived
2021-09-01,Drinking Places (Alcoholic Beverages),915804,1560,52,587.05,derived
2021-10-01,Drinking Places (Alcoholic Beverages),1016362,1612,52,630.5,derived
2021-11-01,Drinking Places (Alcoholic Beverages),933000,1560,52,598.08,derived
2021-12-01,Drinking Places (Alcoholic Beverages),1032702,1643,53,628.55,derived
2022-01-01,Drinking Places (Alcoholic Beverages),878066,1643,53,534.43,derived
2022-02-01,Drinking Places (Alcoholic Beverages),872526,1484,53,587.96,derived
2022-03-01,Drinking Places (Alcoholic Beverages),984272,1643,53,599.07,derived
2022-04-01,Drinking Places (Alcoholic Beverages),971252,1590,53,610.85,derived
2022-05-01,Drinking Places (Alcoholic Beverages),947178,1643,53,576.49,derived
2022-06-01,Drinking Places (Alcoholic Beverages),912116,1590,53,573.66,derived
2022-07-01,Drinking Places (Alcoholic Beverages),974309,1643,53,593.01,derived
2022-08-01,Drinking Places (Alcoholic Beverages),921277,1643,53,560.73,derived
2022-09-01,Drinking Places (Alcoholic Beverages),921927,1530,51,602.57,derived
2022-10-01,Drinking Places (Alcoholic Beverages),964791,1581,51,610.24,derived
2022-11-01,Drinking Places (Alcoholic Beverages),890371,1530,51,581.94,derived
2022-12-01,Drinking Places (Alcoholic Beverages),953356,1581,51,603.01,derived
2023-01-01,Drinking Places (Alcoholic Beverages),903970,1581,51,571.77,derived
2023-02-01,Drinking Places (Alcoholic Beverages),924321,1456,52,634.84,derived
2023-03-01,Drinking Places (Alcoholic Beverages),1000152,1612,52,620.44,derived
2023-04-01,Drinking Places (Alcoholic Beverages),967066,1560,52,619.91,derived
2023-05-01,Drinking Places (Alcoholic Beverages),918247,1612,52,569.63,derived
2023-06-01,Drinking Places (Alcoholic Beverages),894167,1560,52,573.18,derived
2023-07-01,Drinking Places (Alcoholic Beverages),941871,1612,52,584.29,derived
2023-08-01,Drinking Places (Alcoholic Beverages),881185,1612,52,546.64,derived
2023-09-01,Drinking Places (Alcoholic Beverages),962526,1590,53,605.36,derived
2023-10-01,Drinking Places (Alcoholic Beverages),953168,1643,53,580.14,derived
2023-11-01,Drinking Places (Alcoholic Beverages),930718,1590,53,585.36,derived
2023-12-01,Drinking Places (Alcoholic Beverages),1008093,1643,53,613.57,derived
2024-01-01,Drinking Places (Alcoholic Beverages),814450,1643,53,495.71,derived
2024-02-01,Drinking Places (Alcoholic Beverages),915666,1566,54,584.72,derived
2024-03-01,Drinking Places (Alcoholic Beverages),1039665,1674,54,621.07,derived
2024-04-01,Drinking Places (Alcoholic Beverages),913109,1620,54,563.65,derived
2024-05-01,Drinking Places (Alcoholic Beverages),967676,1674,54,578.06,derived
2024-06-01,Drinking Places (Alcoholic Beverages),928765,1620,54,573.31,derived
2024-07-01,Drinking Places (Alcoholic Beverages),901689,1674,54,538.64,derived
2024-08-01,Drinking Places (Alcoholic Beverages),915031,1643,53,556.93,derived
2024-09-01,Drinking Places (Alcoholic Beverages),859202,1590,53,540.38,derived
2024-10-01,Drinking Places (Alcoholic Beverages),895885,1643,53,545.27,derived
2024-11-01,Drinking Places (Alcoholic Beverages),922906,1620,54,569.7,derived
2024-12-01,Drinking Places (Alcoholic Beverages),934203,1643,53,568.6,derived
2020-01-01,Drycleaning and Laundry Services,106161,2728,88,38.92,derived
2020-02-01,Drycleaning and Laundry Services,97580,2552,88,38.24,derived
2020-03-01,Drycleaning and Laundry Services,70570,2728,88,25.87,derived
2020-04-01,Drycleaning and Laundry Services,29940,2640,88,11.34,derived
2020-05-01,Drycleaning and Laundry Services,68399,2728,88,25.07,derived
2020-06-01,Drycleaning and Laundry Services,87027,2640,88,32.96,derived
2020-07-01,Drycleaning and Laundry Services,82647,2728,88,30.3,derived
2020-08-01,Drycleaning and Laundry Services,80601,2728,88,29.55,derived
2020-09-01,Drycleaning and Laundry Services,81597,2640,88,30.91,derived
2020-10-01,Drycleaning and Laundry Services,86061,2728,88,31.55,derived
2020-11-01,Drycleaning and Laundry Services,88325,2640,88,33.46,derived
2020-12-01,Drycleaning and Laundry Services,100764,2728,88,36.94,derived
2021-01-01,Drycleaning and Laundry Services,72451,2728,88,26.56,derived
2021-02-01,Drycleaning and Laundry Services,61662,2464,88,25.03,derived
2021-03-01,Drycleaning and Laundry Services,97668,2728,88,35.8,derived
2021-04-01,Drycleaning and Laundry Services,95482,2640,88,36.17,derived
2021-05-01,Drycleaning and Laundry Services,96676,2728,88,35.44,derived
2021-06-01,Drycleaning and Laundry Services,97299,2670,89,36.44,derived
2021-07-01,Drycleaning and Laundry Services,100868,2759,89,36.56,derived
2021-08-01,Drycleaning and Laundry Services,96005,2759,89,34.8,derived
2021-09-01,Drycleaning and Laundry Services,91978,2670,89,34.45,derived
2021-10-01,Drycleaning and Laundry Services,93342,2759,89,33.83,derived
2021-11-01,Drycleaning and Laundry Services,100794,2670,89,37.75,derived
2021-12-01,Drycleaning and Laundry Services,111085,2790,90,39.82,derived
2022-01-01,Drycleaning and Laundry Services,83569,2790,90,29.95,derived
2022-02-01,Drycleaning and Laundry Services,80473,2520,90,31.93,derived
2022-03-01,Drycleaning and Laundry Services,99054,2790,90,35.5,derived
2022-04-01,Drycleaning and Laundry Services,98036,2730,91,35.91,derived
2022-05-01,Drycleaning and Laundry Services,92803,2697,87,34.41,derived
2022-06-01,Drycleaning and Laundry Services,92686,2610,87,35.51,derived
2022-07-01,Drycleaning and Laundry Services,87965,2666,86,33.0,derived
2022-08-01,Drycleaning and Laundry Services,93238,2697,87,34.57,derived
2022-09-01,Drycleaning and Laundry Services,86096,2610,87,32.99,derived
2022-10-01,Drycleaning and Laundry Services,86418,2666,86,32.41,derived
2022-11-01,Drycleaning and Laundry Services,91019,2580,86,35.28,derived
2022-12-01,Drycleaning and Laundry Services,102405,2666,86,38.41,derived
2023-01-01,Drycleaning and Laundry Services,83032,2666,86,31.14,derived
2023-02-01,Drycleaning and Laundry Services,77836,2408,86,32.32,derived
2023-03-01,Drycleaning and Laundry Services,91714,2666,86,34.4,derived
2023-04-01,Drycleaning and Laundry Services,83839,2580,86,32.5,derived
2023-05-01,Drycleaning and Laundry Services,92368,2666,86,34.65,derived
2023-06-01,Drycleaning and Laundry Services,89280,2580,86,34.6,derived
2023-07-01,Drycleaning and Laundry Services,87799,2666,86,32.93,derived
2023-08-01,Drycleaning and Laundry Services,87560,2480,80,35.31,derived
2023-09-01,Drycleaning and Laundry Services,79449,2370,79,33.52,derived
2023-10-01,Drycleaning and Laundry Services,82113,2480,80,33.11,derived
2023-11-01,Drycleaning and Laundry Services,86786,2400,80,36.16,derived
2023-12-01,Drycleaning and Laundry Services,94885,2480,80,38.26,derived
2024-01-01,Drycleaning and Laundry Services,80121,2480,80,32.31,derived
2024-02-01,Drycleaning and Laundry Services,77940,2320,80,33.59,derived
2024-03-01,Drycleaning and Laundry Services,83537,2480,80,33.68,derived
2024-04-01,Drycleaning and Laundry Services,83544,2400,80,34.81,derived
2024-05-01,Drycleaning and Laundry Services,89649,2480,80,36.15,derived
2024-06-01,Drycleaning and Laundry Services,81280,2460,82,33.04,derived
2024-07-01,Drycleaning and Laundry Services,87719,2542,82,34.51,derived
2024-08-01,Drycleaning and Laundry Services,87592,2542,82,34.46,derived
2024-09-01,Drycleaning and Laundry Services,76695,2430,81,31.56,derived
2024-10-01,Drycleaning and Laundry Services,83933,2511,81,33.43,derived
2024-11-01,Drycleaning and Laundry Services,85392,2430,81,35.14,derived
2024-12-01,Drycleaning and Laundry Services,96147,2511,81,38.29,derived
2020-01-01,Electronic and Precision Equipment Repair and Maintenance,200857,3007,97,66.8,derived
2020-02-01,Electronic and Precision Equipment Repair and Maintenance,194180,2813,97,69.03,derived
2020-03-01,Electronic and Precision Equipment Repair and Maintenance,109813,3007,97,36.52,derived
2020-04-01,Electronic and Precision Equipment Repair and Maintenance,3703,2910,97,1.27,derived
2020-05-01,Electronic and Precision Equipment Repair and Maintenance,77351,3007,97,25.72,derived
2020-06-01,Electronic and Precision Equipment Repair and Maintenance,152334,2910,97,52.35,derived
2020-07-01,Electronic and Precision Equipment Repair and Maintenance,152988,3007,97,50.88,derived
2020-08-01,Electronic and Precision Equipment Repair and Maintenance,156224,3007,97,51.95,derived
2020-09-01,Electronic and Precision Equipment Repair and Maintenance,152446,2910,97,52.39,derived
2020-10-01,Electronic and Precision Equipment Repair and Maintenance,162618,3007,97,54.08,derived
