BRAND_ID,TOTAL_REVENUE,TOTAL_TRANS,AVG_SPEND_PER_TRANS
12218,316784.9521,135.5837,2336.45
12221,65445.5733,521.9153,125.4
12222,101133.336,1432.1538,70.62
12223,480071992.9978,26628352.2595,18.03
12224,276368.1458,11190.3594,24.7
12227,4896851.9142,154869.84,31.62
12228,18827718.8964,665062.6323,28.31
12229,32671731.171,1975086.8427000002,16.54
12230,115029213.5603,403273.861,285.24
12231,4317.8267,397.9901,10.85
12232,5283403.9734,4418.1868,1195.83
12233,144724.9197,1878.8865,77.03
12235,4023122.9041,17734.9706,226.85
12236,348947.0328,6177.7563,56.48
12237,1323319.043,3458.0264,382.68
12238,38232.8349,3728.7543,10.25
12239,317610.3188,30009.9076,10.58
12240,587839940.6439,11657193.6366,50.43
12241,16023.6096,1022.0984,15.68
12242,128753006.0509,562388.4701,228.94
12244,29510358.0576,508230.8139,58.06
12245,132880018.6875,148418.5568,895.31
12246,591.5747,30.263999999999996,19.55
12247,6155665.8515,159107.9326,38.69
12251,2570071847.9796,7315510.7378,351.32
12253,9469433.3284,36504.63,259.4
12255,449553.1886,9786.666799999999,45.94
12257,252116577.0875,1488784.6995,169.34
12258,14946886814.9576,314628086.6941,47.51
12259,74.2662,0.7242,102.55
12260,4271759.4096,58418.8784,73.12
12261,3048903.3312,20568.1922,148.23
12262,128.776,4.1296,31.18
12263,438034.2233,4958.7024,88.34
12265,17938647.5093,119045.741,150.69
12266,286187.3851,2466.3748,116.04
12269,26364652.2804,37262.538,707.54
12270,143972655.6164,131623.1113,1093.83
12271,40396237.5133,2287315.5502,17.66
12274,1165477.1008,40944.9323,28.46
12275,2179626.5761,46546.7358,46.83
12276,7260552.3275,209340.3821,34.68
12277,28774187.6823,172727.8906,166.59
12278,79437160.1408,1701936.9842,46.67
12280,377738.9909,25255.8454,14.96
12281,5612000.4957,26274.7502,213.59
12282,8.3139,0.7504,11.08
12283,6882081.0484,96360.29520000001,71.42
12284,941883.772,63717.0852,14.78
12285,3239334.5581,54453.3322,59.49
12287,659216.2831,23025.3107,28.63
12288,46270026.3371,2196852.4127,21.06
12289,1975384.4564,22987.6006,85.93
12291,1323828.6883,82963.9097,15.96
12293,34062.4656,300.4923,113.36
12295,5195947.2904,251669.4668,20.65
12296,511933055.2152,38375988.8592,13.34
12297,20920608.0006,1362642.6431,15.35
12298,137939717.4244,1601193.0536,86.15
12299,194699.7366,4019.8819,48.43
12300,4436.9655,86.53580000000001,51.27
12301,201.4467,8.9301,22.56
12303,26292.2942,1110.8872999999999,23.67
12304,18922438.8797,491513.7612,38.5
12305,18360595.3277,189490.3478,96.89
12307,1180780.3806,15935.7952,74.1
12308,1219935825.5031,23148402.1538,52.7
12309,116995.0313,9122.631,12.82
12310,110232540.5436,2561168.4784,43.04
12311,20422081.5358,136124.0424,150.03
12313,4291596.1828,108175.4756,39.67
12316,277452.1879,16419.5176,16.9
12317,9877251.7679,7810.6174,1264.59
12319,176010549.213,1553753.0592,113.28
12320,27691.2162,2027.0686,13.66
12322,1072737.8379,6190.5224,173.29
12323,3802054.8139,93655.4162,40.6
12326,372.9746,4.5042,82.81
12327,111260212.9027,1699053.6466,65.48
12328,208262979.1678,4355203.5574,47.82
12329,12676060.2295,93558.8981,135.49
12330,5861508.8856,1080805.1358,5.42
12331,430344.3814,8870.4688,48.51
12332,175187.9966,1557.4969,112.48
12333,1895.9931,12.6859,149.46
12334,9100451.2175,132722.9875,68.57
12335,1664805.834,4079.8405000000002,408.06
12336,182185.424,2300.3821,79.2
12337,41566141.5581,1596130.3013,26.04
12338,15503863.9091,8093.0638,1915.7
12340,120132.6249,1245.3312,96.47
12341,214572121.7854,1688059.7968,127.11
12342,9326444.4712,22937.7453,406.6
12344,1076421767.6859,6378136.8133,168.77
12345,26501.7025,565.7347,46.84
12346,5027967.3277,22808.601,220.44
12348,18525800.4138,230359.7536,80.42
12349,7235399.7809,28580.3044,253.16
12351,2301712.4119,26523.4757,86.78
12354,14351547.1898,145262.22890000002,98.8
12355,56672988.7256,69249.5032,818.39
12358,37601.0948,511.8041,73.47
12362,2235524.8788,6382.7909,350.24
12366,87.8455,7.2688,12.09
12367,175939.1279,1389.5525,126.62
12368,818669.682,4723.5077,173.32
12369,73274631.3989,3133507.6138,23.38
12370,195236.3371,2490.23,78.4
12371,5985925.2317,451616.0353,13.25
12372,1000198941.5769,35599708.4687,28.1
12373,1001.5787,12.8447,77.98
12374,60331444.763,169710.3507,355.5
12375,1189071.8664,2138.2063,556.11
12376,34127.6288,135.6241,251.63
12384,998.0497,7.6762999999999995,130.02
12385,309901.6374,5692.4252,54.44
12386,1571.9929,10.1067,155.54
12387,744115.1733,2175.1196,342.1
12388,26370076.6172,173290.56339999998,152.17
12390,371829.5047,2269.2182,163.86
12391,2239522.7312,2118.771,1056.99
12392,1050309.3752,51851.8895,20.26
12393,285840.753,17783.3238,16.07
12394,1413620.4495,828.7205,1705.79
12395,22363817.5773,15550.8722,1438.11
12396,509235113.2149,574654.235,886.16
12398,1347901.1121,11520.0069,117.01
12399,2381365.2599,7548.3225999999995,315.48
12401,5081533554.9821,91226175.0027,55.7
12403,21857383.0345,28313.1565,771.99
12405,16287430.675900001,398505.6304,40.87
12406,783.3029,10.1311,77.32
12407,871932.2859,15485.9252,56.3
12408,53913144.9291,483487.7126,111.51
12409,2124310.1912,35538.9683,59.77
12410,579541573.4167,921039.2304,629.23
12411,6756814.6825,450754.9481,14.99
12414,21702699.2576,491344.21510000003,44.17
12415,22631255.2322,514704.9715,43.97
12416,13061.2127,593.7179,22.0
12417,207521.3315,1438.611,144.25
12418,4466.2815,121.83579999999999,36.66
12419,268.7637,1.6615,161.76
12422,673933.0336,18555.2859,36.32
12426,6842415.9075,55957.3878,122.28
12429,8838078743.0211,194012710.3808,45.55
12430,290031.8939,152.7814,1898.35
12431,483540021.72609997,1039117.1913000001,465.34
12434,242486147.0213,8181572.9316,29.64
12436,533198.8372,6436.1521,82.84
12437,10992014.4054,411574.7657,26.71
12438,138226.2583,234.6924,588.97
12439,5165049.3077,29659.5225,174.14
12440,977681310.4499,10229092.8054,95.58
12443,53503387.359400004,454395.989,117.75
12444,126560955.8641,94006.9775,1346.29
12445,267885344.4114,483095.6389,554.52
12446,360068.4972,5586.1505,64.46
12449,17232526.3507,933268.3175,18.46
12450,15915.7224,67.7975,234.75
12451,796446.2117,3987.5566,199.73
12454,8.9173,2.2692,3.93
12456,36919095.2887,1164356.2356,31.71
12457,575152.4874,14166.9485,40.6
12458,4166194.2951,84881.539,49.08
12459,850336.7175,27830.0781,30.55
12460,3527576.731,249140.3613,14.16
12462,4431.572,34.8131,127.3
12463,3966.8038,83.3771,47.58
12464,72811747.1212,626967.1059,116.13
12465,470048.5071,27830.5959,16.89
12466,1310074.6352,29855.8345,43.88
12468,127030.6539,1251.9747,101.46
12469,9303321.6862,144424.1746,64.42
12471,4931.1119,35.5842,138.58
12472,551831.4887,9139.8269,60.38
12474,31213344.914,91852.13,339.82
12475,91056.376,1081.4676,84.2
12478,13208725.7207,163479.3123,80.8
12479,2615650.652,1548.2267,1689.45
12481,181304643.5698,1456085.1749,124.52
12482,14865.2633,189.7269,78.35
12483,643112.6199,3974.4868,161.81
12484,704911.9850999999,7551.6878,93.34
12485,24476.6284,2816.8284,8.69
12486,1535.5043999999998,60.2954,25.47
12487,13389624.3374,308410.5896,43.41
12488,29223.7541,78.9856,369.99
12490,2453799.6533,48552.9019,50.54
12491,105369.6818,2939.1316,35.85
12492,275617524.8416,3468712.7488,79.46
12494,2020.9177000000002,21.1451,95.57
12495,3854193.9682,50050.9998,77.01
12496,218708.3319,2086.0336,104.84
12497,42535116.7283,1757282.8061,24.21
12499,242100.013,228.639,1058.87
12501,4030339.4754,49542.6011,81.35
12502,14378809.3987,255759.7311,56.22
12503,18043.8941,478.2559,37.73
12504,23231366.7069,1174105.6531,19.79
12505,1226521892.0585,74916654.2432,16.37
12507,1960129.8302,2305.3874,850.24
12508,3065222.9154,26558.763,115.41
12509,139956261.7886,720046.834,194.37
12510,9108.9712,852.9907,10.68
12511,18427917.0867,143693.9138,128.24
12513,192123.9032,2133.1931,90.06
12515,75757072.1422,1045709.9031,72.45
12516,7743699.377,153759.9914,50.36
12517,26181.5311,466.9288,56.07
12518,253319.476,2319.3406999999997,109.22
12520,2309722.9285,59637.854699999996,38.73
12522,1673938.2716,24757.3276,67.61
12525,24777.191,426.3419,58.12
12526,2545630.975,60977.3244,41.75
12529,99992362.8656,278249.7919,359.36
12530,15109935.13,416857.2239,36.25
12532,263433.7842,3022.8042,87.15
12533,366657.9831,7492.393599999999,48.94
12534,2295770.0201,59202.330799999996,38.78
12535,840.0948000000001,18.4915,45.43
12536,1182290926.6435,21858221.6814,54.09
12537,204310.3896,6869.5876,29.74
12538,1864383.3249,123220.0113,15.13
12539,63798.8931,885.1166,72.08
12540,13330977.1701,221604.1907,60.16
12542,13203415.439100001,171840.8699,76.84
12545,35072626.3931,171850.694,204.09
12546,4883038.6437,1454.6352,3356.88
12548,753597.9314,3772.5381,199.76
12549,1329.9737,18.3485,72.48
12552,108853.1794,641.8201,169.6
12553,1673.7657000000002,62.8008,26.65
12555,245741319.6379,8042404.1124,30.56
12556,4512838.4712000005,88875.475,50.78
12557,7764.4043,158.8075,48.89
12558,444329.1625,9715.6585,45.73
12559,298469.8722,3223.3735,92.6
12560,50974741.44,595646.1226,85.58
12562,5081405.3575,114144.3582,44.52
12563,216611.2069,1699.3031,127.47
12564,163335.7934,14803.7752,11.03
12565,4486.8505,151.2938,29.66
12566,12968944.1386,79505.7328,163.12
12567,21180068.6107,24806.9501,853.8
12568,41861.474500000004,117.302,356.87
12569,102743343.81639999,2462858.3444,41.72
12571,14758642.1338,340845.2666,43.3
12572,13901281.569,353449.9762,39.33
12573,1438964.8707,14315.8057,100.52
12574,2087108.7222,92680.78,22.52
12575,17452.985,336.838,51.81
12576,993215.7979,3524.6372,281.79
12577,6313995.9014,144741.1666,43.62
12578,115770.1312,2036.8412,56.84
12579,7121088.2679,628049.0147,11.34
12580,4607632.627,110527.4859,41.69
12581,864425.9707,5164.1171,167.39
12582,2620622.8981,6420.9556,408.14
12584,274.962,10.8716,25.29
12585,16557.6815,92.0206,179.93
12587,1536921.5059,19163.5246,80.2
12589,458.3262000000001,4.3464,105.45
12590,347.69939999999997,3.3687,103.21
12591,135332373.8208,11100134.871,12.19
12592,4044226.9557,41790.8148,96.77
12594,90.5582,1.3653,66.33
12595,9337593.0426,672731.2958,13.88
12596,1822531029.0793,8074573.2525,225.71
12599,2217785.3666,49985.7129,44.37
12600,3677385632.5742,35157662.8678,104.6
12601,32979629.7921,252603.8774,130.56
12603,341213747.9507,19625495.8473,17.39
12604,139850535.2019,519395.7118,269.26
12605,925515.0743,5623.5405,164.58
12606,14431921.6536,392526.27139999997,36.77
12607,8615.6527,91.3136,94.35
12608,24353.0308,378.823,64.29
12610,4028.5843,75.0202,53.7
12611,335020645.8493,28700371.5322,11.67
12613,56861.885500000004,242.8343,234.16
12614,1020547.8874,60554.0342,16.85
12617,31532563.8757,144332.421,218.47
12619,2246.0021,14.830900000000002,151.44
12620,1776780254.6641,40631349.326799996,43.73
12621,33266286.1165,826322.4567,40.26
12625,431.9137,51.3645,8.41
12626,3645787.5539,10414.9268,350.05
12627,64606.2376,940.6807,68.68
12628,30019469.9053,675112.1141,44.47
12630,434890474.0512,9961629.6829,43.66
12632,2774075.5327,74145.0218,37.41
12633,728.6963,74.4719,9.78
12634,752762906.8143001,68761972.5168,10.95
12635,516827239.3431,32127644.492,16.09
12637,627041.1677,61426.2936,10.21
12638,95408.8233,2318.5624,41.15
12639,1334390300.4371,5377227.8771,248.16
12640,2339318680.1689,46668467.2063,50.13
12641,1559.1086,156.2135,9.98
12642,5235.0707,14.8203,353.24
12643,42593188.4507,164075.1808,259.6
12644,49.8224,4.270099999999999,11.67
12645,65795.5999,1714.7057,38.37
12647,1131665.8035,69946.9691,16.18
12648,422096717.1503,17158211.5095,24.6
12649,1561573.4731,6398.2612,244.06
12652,836667.1847,13557.7868,61.71
12653,51188.3076,651.7288,78.54
12655,255481.559,729.1871,350.36
12656,1674273.604,6636.0339,252.3
12658,12818.1987,130.3718,98.32
12660,420387.7835,34618.8527,12.14
12662,216.3832,1.5918999999999999,135.93
12663,567026219.9871,10964527.3848,51.71
12664,1791410.1096,91063.5922,19.67
12665,4475312.9943,194747.4407,22.98
12668,92378472.4075,1883633.1016,49.04
12669,802025.4753,4557.1678,175.99
12671,41007.1454,684.3042,59.93
12672,1921933.2123,28598.1075,67.2
12674,873359.7546,48969.7907,17.83
12676,4292032.7626,12157.5048,353.04
12678,114034.2443,4467.4448,25.53
12679,121927.9306,4368.7165,27.91
12680,9878.136,106.5747,92.69
12683,4874960.1858,17483.1792,278.84
12684,33281109.8513,2139034.0582,15.56
12686,17692671.4554,32192.976,549.58
12687,1413251.2731,9165.5068,154.19
12688,1221.6313,15.899000000000001,76.84
12689,27200.0888,551.7605,49.3
12690,803414.9464,3807.514,211.01
12691,12566156.7913,49635.179,253.17
12692,1915136.2733,3927.1657,487.66
12693,230845.0148,12201.7982,18.92
12694,19893337.561499998,104499.3403,190.37
12696,165225961.576,8861128.9287,18.65
12697,54705.265100000004,281.1512,194.58
12698,10397954.7379,37364.0088,278.29
12699,821907.2716,37485.325,21.93
12700,764791.4689,18183.2157,42.06
12701,4201016.0504,28485.2808,147.48
12702,142101.0007,6582.8058,21.59
12703,276183.2218,8297.555,33.28
12704,415058.4385,14133.1389,29.37
12705,17465734.7537,327712.5715,53.3
12706,31700867.118,950513.6553,33.35
12707,254628.978,3290.8894,77.37
12708,500860.3351,13249.5704,37.8
12709,165809.9343,3507.2698,47.28
12713,20454.0725,1685.8397,12.13
12716,2907725.8014,5916.3123000000005,491.48
12720,4599438881.6222,29909087.9563,153.78
12724,457357607.0008,35926976.995,12.73
12725,861636.2684,53904.814,15.98
12726,271717.0422,191.9014,1415.92
12727,9941.0005,177.5008,56.01
12728,6711.7519,203.9103,32.92
12730,37601316.8328,366287.6269,102.66
12731,17804.6322,1187.5778,14.99
12732,1495118.2448,16750.9179,89.26
12733,95502.5949,3132.2923,30.49
12734,1947094074.6265001,36471511.7802,53.39
12736,15380.3347,168.4266,91.32
12737,21414037.507,7249.5755,2953.83
12739,87639.6013,4725.3302,18.55
12742,15138096.5265,187929.2659,80.55
12743,7327112.147,27253.7163,268.85
12744,25163.1908,166.7039,150.95
12747,127386.3902,285.6235,445.99
12748,1129239.2799,13978.4444,80.78
12752,8047084.0871,23278.49,345.69
12753,2562336.832,31191.595,82.15
12754,66.6823,6.9417,9.61
12759,2036773.9466,19746.2647,103.15
12760,15296033.4659,128176.3671,119.34
12761,3971804.0068,36545.5991,108.68
12762,226442103.9377,13735694.2081,16.49
12765,1826.8604,52.0144,35.12
12768,40031.504,46.2645,865.27
12770,609370.5769,5903.1464,103.23
12772,3784700.2966,15653.2511,241.78
12773,4285797.5338,97146.3005,44.12
12775,124297.6691,184.3544,674.23
12776,2559237.9792,4631.9885,552.51
12777,9822069.9397,86331.111,113.77
12779,1248.1799999999998,29.141000000000002,42.83
12780,55103964.3939,1227368.184,44.9
12783,3915750.1352,23506.5116,166.58
12784,212.9319,2.5864,82.33
12787,182470.3356,847.0733,215.41
12789,238.1253,13.662,17.43
12793,1538271.9129,20274.6114,75.87
12795,31262.0752,2382.736,13.12
12796,39952.134,1006.7241,39.69
12797,41811693.7487,338291.1414,123.6
12798,6765650.5476,31867.0217,212.31
12799,567583.829,5949.1739,95.41
12801,23561895.0335,551181.6119,42.75
12802,1056.4141,82.841,12.75
12803,1490479.5488,9922.0862,150.22
12804,3257.0347,27.5775,118.1
12806,1159314.0977,15786.3282,73.44
12807,77341672.5882,174439.5016,443.37
12808,10358.1396,1014.9398,10.21
12809,498.584,56.9945,8.75
12812,258.0294,26.1612,9.86
12813,5027.1173,96.2566,52.23
12814,18990129.2666,136970.3194,138.64
12815,116720.2688,1819.1305,64.16
12816,10895498.2495,102546.6081,106.25
12817,16378409.0168,35595.044499999996,460.13
12820,4912777.67,111856.4325,43.92
12821,17760054.7414,115564.3132,153.68
12822,25085055.6673,210145.5394,119.37
12824,22634530.2707,1580630.9519,14.32
12825,215.818,5.1928,41.56
12829,980055.0747,14743.6215,66.47
12832,344145.2157,6335.7198,54.32
12833,154289.4142,1460.7601,105.62
12834,467545.0274,6807.4927,68.68
12837,126639.5049,422.3606,299.84
12839,81070.90610000001,1732.385,46.8
12841,230.1413,23.982,9.6
12842,3357.2447,347.8943,9.65
12849,2822.69,303.394,9.3
12850,348124.1299,3488.8401,99.78
12851,2254619.6118,7346.774,306.89
12852,200.6934,30.1602,6.65
12853,26084485.6364,78714.6282,331.38
12854,59534.2902,4749.9818,12.53
12855,14616.9771,31.7696,460.09
12856,3250.4395999999997,316.2257,10.28
12857,16658.518,1053.7405,15.81
12860,9903.2735,93.2071,106.25
12863,12.826,24.408,0.53
12864,6530165.1588,25981.461,251.34
12865,5100.3793,5.5826,913.62
12867,34642.043399999995,188.30949999999999,183.96
12868,766141.6676,382.9138,2000.82
12869,211704.6371,13267.5335,15.96
12870,1973890.0915,755.8807,2611.38
12872,15857412.2091,55126.9441,287.65
12873,117823.114,191.4388,615.46
12874,2092239687.8222,7490884.523899999,279.3
12875,14027147.1902,18086.2617,775.57
12877,799746.9725,1720.429,464.85
12878,14655168.0364,36213.8361,404.68
12879,28134074.202,468436.2879,60.06
12880,3143875.9417,380110.1485,8.27
12881,33959400.480399996,299322.2216,113.45
12882,5564031.28,66386.2101,83.81
12885,858.3934,42.0479,20.41
12886,721945.1404,28093.5174,25.7
12887,703.7582,67.4029,10.44
12888,1049.9541,63.2909,16.59
12891,1130651.7983,3964.2026,285.22
12893,54448.885800000004,135.3075,402.41
12894,3048911.9333,12784.3837,238.49
12895,5917061.286,41006.0763,144.3
12896,2049407.6843,66072.4267,31.02
12897,233029092.072,3830646.1056,60.83
12899,1003063.0481,1696.3726,591.3
12901,208286.2784,1393.8432,149.43
12903,488355.93319999997,24506.6189,19.93
12908,108427675.463,733082.5038,147.91
12909,882076.1271,11153.6519,79.08
12910,474293.9881,8908.9529,53.24
12912,300201.2233,3181.7634,94.35
12913,8662532.5745,201303.795,43.03
12914,69006.3659,687.6196,100.36
12917,23510538.495,94686.1465,248.3
12920,108570950.7042,1272561.8987,85.32
12922,3873038.446,133881.182,28.93
12925,18611019.8451,68773.9179,270.61
12926,265645.5839,658.4932,403.41
12927,867008.8186,20490.0411,42.31
12929,1138.4672,10.802900000000001,105.39
12930,1554613962.7664,29603332.568099998,52.51
12931,113042.7841,1546.2574,73.11
12932,11627607.5835,5380.1331,2161.21
12933,43878.8586,220.0188,199.43
12934,39518246.7023,33995.7786,1162.45
12935,3933343.068,131180.9931,29.98
12936,927594249.871,2183373.9552,424.84
12937,4034921.6291,14654.8049,275.33
12938,35347325.6284,223742.9963,157.98
12942,8001986.8782,34419.98,232.48
12944,6285244.7848000005,25286.3259,248.56
12945,1129881.943,1552.9951,727.55
12947,72557070.2263,5173860.6846,14.02
12948,6794513.6008,47488.4743,143.08
12949,26683887.5561,158915.6757,167.91
12950,203312.2279,2352.2113,86.43
12951,32135100.8937,219350.5753,146.5
12953,40552160.904,951701.9133,42.61
12956,10671606.9059,65274.23,163.49
12958,160455.0541,938.0789,171.05
12963,3676326.4433,10601.7327,346.77
12965,521252655.3703,5232419.1154,99.62
12966,2955327.4789,196318.158,15.05
12967,32054569.9545,36804.6015,870.94
12970,64515.6796,614.4422,105.0
12971,41892636.6005,3694631.5519,11.34
12972,1583374.282,11012.4512,143.78
12973,5472.6672,15.0138,364.51
12974,10182.1836,42.4296,239.98
12975,16214414.744,133000.2054,121.91
12978,2337769004.5505,74664446.5514,31.31
12979,45099211.2548,315429.4556,142.98
12982,24012651.7756,91413.3324,262.68
12983,284193761.98440003,4395522.146,64.66
12987,72070.2785,67.62440000000001,1065.74
12989,8269861.101,111082.78080000001,74.45
12990,3067319.4321,37601.5439,81.57
12991,530224.0596,14008.348899999999,37.85
12993,748815075.2414,3829279.0179,195.55
12994,9966.4134,502.0625,19.85
12995,136170.3309,815.4534,166.99
12996,173621.6956,386.464,449.26
12998,1332850.9631,25994.802,51.27
12999,8561843.7997,2288.3403,3741.51
13002,7055715.5096,8796.0233,802.15
13003,25693350.6115,571485.6699,44.96
13004,245601592.4692,7015628.3617,35.01
13006,68394.8597,1228.1534,55.69
13007,6.3396,0.624,10.16
13008,58042482.033,1534295.6893,37.83
13009,130040674.9553,1928753.288,67.42
13011,3298386.318,28833.2686,114.4
13014,50807.8837,603.7514,84.15
13016,2878.1812999999997,162.986,17.66
13017,190898.93600000002,15216.632,12.55
13018,808374052.1336,3085460.0269,261.99
13020,216482.6122,170.6454,1268.61
13021,17120.8925,5.0301,3403.69
13022,13797588.3711,41931.2814,329.05
13023,45589953.181099996,2091810.5947,21.79
13029,11470591.2304,3446.9036,3327.8
13030,5534957.0667,101621.8734,54.47
13031,175495.1641,1185.9448,147.98
13032,138956.9783,2075.7624,66.94
13033,136222268.2199,1865630.4576,73.02
13034,657156.0069,317.0455,2072.75
13035,52484833.3295,259974.3035,201.88
13036,413346.35480000003,2255.6117,183.25
13038,15063416.5777,171743.2118,87.71
13039,7472224.4402,116050.8727,64.39
13040,165279546.3713,1249665.1179,132.26
13041,4700347.922,8314.5274,565.32
13042,9115.0215,157.5031,57.87
13043,1019.0199,176.3377,5.78
13044,3027855.8459,24684.8644,122.66
13045,3603362.5927,186826.4287,19.29
13046,111543152.5681,467265.4645,238.71
13047,21077.1954,1036.7329,20.33
13048,182975511.5137,2590405.3871,70.64
13049,140.1804,2.346,59.75
13050,13868715.6828,13615.5299,1018.6
13051,5617789.8508,18925.9032,296.83
13052,237198.6323,2560.4839,92.64
13053,249767.3798,2277.6329,109.66
13055,412551.6393,8762.3437,47.08
13056,29.175800000000002,4.0596,7.19
13057,11928.4444,59.9266,199.05
13058,811413.3666000001,6837.902,118.66
13061,41480720.6811,222410.3594,186.51
13062,18488420.7177,247893.6991,74.58
13063,56670160.1276,1191897.6582,47.55
13064,454764.7689,7282.2073,62.45
13065,11820273.6319,225715.9784,52.37
13066,1318693.9873,16374.3294,80.53
13067,3574654.1636,30987.0128,115.36
13069,29629962.6417,635858.3533,46.6
13070,57911.9791,527.1312,109.86
13071,358733137.7318,344825.2454,1040.33
13073,26795892.0529,2732469.3742,9.81
13075,14156475.7642,55356.2764,255.73
13076,3742625.3161,32631.0847,114.7
13077,196839986.452,8462034.1781,23.26
13082,4075653.8057,9477.6456,430.03
13083,1542274152.0165,51998876.0844,29.66
13085,22808942766.3425,381430813.8932,59.8
13090,451526.1569,6505.8999,69.4
13091,169169.7895,4899.4033,34.53
13092,1510291.6906,1506.9295,1002.23
13093,3298.5129,341.2094,9.67
13094,27853016.7267,243313.80359999998,114.47
13096,1295213158.4164,4467727.0733,289.9
13102,1545357071.2718,23198586.052,66.61
13103,13329967.5309,567558.9731,23.49
13104,7907105.2118999995,193046.6025,40.96
13105,224465381.0881,447943.0058,501.1
13106,183328235.9283,13689880.9095,13.39
13107,199871619.3398,543150.3049,367.99
13108,56755653.4589,175104.9649,324.12
13109,128225645.8514,1054525.7451,121.6
13110,1086291347.8043,3831733.5709,283.5
13111,28961750.1155,125782.8296,230.25
13115,68936740.3919,5098565.9932,13.52
13117,10528903.575100001,669063.738,15.74
13118,43638981.0381,119356.41500000001,365.62
13119,872308.5195,53433.8378,16.33
13120,8045406.8428,473265.92339999997,17.0
13122,49028515.1017,392692.6221,124.85
13125,1002968699.9974,20916855.2683,47.95
13127,1494.9924999999998,10.808,138.32
13130,63771407.7523,535894.7869,119.0
13131,958.8184,8.2378,116.39
13132,14889098.3261,253093.7293,58.83
13133,1545062.1839,22686.9313,68.1
13134,9188757.8426,5014.9493,1832.27
13136,2348742.7746,22332.422,105.17
13139,1894830.7995,9201.1848,205.93
13142,2038919045.0549,46879614.243200004,43.49
13144,2370752.5333,5667.4601,418.31
13146,4225954.2176,67154.2939,62.93
13147,544236.0214,6546.1805,83.14
13150,474211.7303,6796.2524,69.78
13151,1764449.2962,49535.1068,35.62
13152,19979412.4518,272742.0794,73.25
13153,4150193.068,106724.1412,38.89
13156,28331830.4207,170882.4797,165.8
13157,46203021.9839,253309.6886,182.4
13158,6801715.1671,126057.8023,53.96
13159,1674.9688,39.8194,42.06
13160,4043.1246,15.0277,269.04
13161,23352535.3527,292653.344,79.8
13163,4577728.1518,64309.3608,71.18
13164,738223.2077,2098.6007,351.77
13165,41702387.292,244681.7801,170.44
13167,52769380.6994,188272.5225,280.28
13168,10197132.9826,47694.8604,213.8
13169,370161.6828,4988.6415,74.2
13171,4853391.6249,4954.2025,979.65
13172,281437316.0405,13361099.6413,21.06
13173,26529530.6355,299354.7959,88.62
13175,266536.6789,579.713,459.77
13176,14430931.1283,311802.5551,46.28
13177,62038462.9382,1001631.3831,61.94
13179,104105.3443,7874.5375,13.22
13182,107416.0047,9966.102,10.78
13185,421933405.29219997,6394921.8859,65.98
13187,959777.7039,2283.4387,420.32
13189,1700881.3673,5320.7456,319.67
13190,16891.3668,88.7636,190.3
13192,69637207.2049,159581.4845,436.37
13194,147398774.8419,1265197.648,116.5
13195,121491053.0848,1167687.0647,104.04
13196,299952.4947,2854.9567,105.06
13197,3078454.0269,178432.3209,17.25
13198,4827677.1265,155054.7323,31.14
13199,1595.2299,10.1725,156.82
13200,9314326.930399999,407151.54219999997,22.88
13201,11575562.3621,97003.41,119.33
13202,9707210.9987,172948.5771,56.13
13204,13048261.907399999,890536.4205,14.65
13205,4985928.1033,50240.5302,99.24
13206,447.50530000000003,24.6122,18.18
13207,14367855.9276,58717.5202,244.69
13208,73948.0665,915.3602999999999,80.79
13209,92635.4554,593.7176000000001,156.03
13212,22787584.8675,45631.3595,499.38
13216,210022.4657,472.7193,444.29
13217,158061.05359999998,731.132,216.19
13218,17116.9294,388.498,44.06
13220,168359.7335,313.4835,537.06
13221,3716411.7642,51517.2195,72.14
13222,1083978.7535,14593.1118,74.28
13223,69044.864,2106.0537,32.78
13224,1138316.763,5588.1719,203.7
13225,2492812.9869,17598.34,141.65
13229,449016.37080000003,3635.2653,123.52
13231,2406559.2695,9139.1193,263.33
13233,6965754.9135,28172.2969,247.26
13234,299399.30700000003,10616.7558,28.2
13235,67975.8044,452.6905,150.16
13236,69604.8042,604.7469,115.1
13237,4308914.31,255075.5804,16.89
13238,1036385.3542,817.5712,1267.64
13240,36253.0413,301.9135,120.08
13241,2559.1409,48.0757,53.23
13242,26227.4618,517.0373,50.73
13243,11852.708999999999,346.80400000000003,34.18
13244,5558160.0398,39502.879,140.7
13245,295392.9639,4050.472,72.93
13246,1237155.6391,5206.769,237.61
13248,7259.471,59.0161,123.01
13249,2286.3619,7.3467,311.21
13250,17349.7987,241.4931,71.84
13252,330127.4131,2997.9202999999998,110.12
13253,23496055.6192,70746.047,332.12
13254,6107023.7148,325171.0913,18.78
13255,173968.2603,1122.4904,154.98
13256,7559391.9416,51708.1395,146.19
13257,39045.0272,6587.4315,5.93
13258,59801248.4671,4457538.6919,13.42
13259,123723477.9845,781328.5156,158.35
13261,5669679.7753,17332.1133,327.12
13262,745927.7177,11945.3678,62.44
13265,22041031.15,23643.6067,932.22
13267,52892.9887,61.9029,854.45
13268,107579.0184,11883.1914,9.05
13269,291017.7841,2885.0901,100.87
13270,83782.913,5793.0165,14.46
13271,808092.4354,38827.9857,20.81
13275,25295.7029,265.7407,95.19
13277,18220853.1596,185793.7029,98.07
13278,1733208.5083,25108.043,69.03
13279,164274.1441,1793.2087000000001,91.61
13280,157329.6884,433.9876,362.52
